Koord E,Koord N,lon,lat,url1,url2,url3,url4,Nr
2681417,1248772,8.516871724422641,47.38474761646322,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38474761646322%2C+8.516871724422641&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38474761646322%2C+8.516871724422641&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38474761646322%2C+8.516871724422641&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38474761646322%2C+8.516871724422641&heading=270&size=640x640&fov=120&pitch=0,99900053227648
2681423,1247099,8.51664682201222,47.36970091777286,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.36970091777286%2C+8.51664682201222&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.36970091777286%2C+8.51664682201222&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.36970091777286%2C+8.51664682201222&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.36970091777286%2C+8.51664682201222&heading=270&size=640x640&fov=120&pitch=0,99900062565326
2681444,1247628,8.517021064399644,47.374455838409425,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.374455838409425%2C+8.517021064399644&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.374455838409425%2C+8.517021064399644&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.374455838409425%2C+8.517021064399644&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.374455838409425%2C+8.517021064399644&heading=270&size=640x640&fov=120&pitch=0,99900052838547
2681465,1249152,8.517576522366836,47.38815916452057,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38815916452057%2C+8.517576522366836&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38815916452057%2C+8.517576522366836&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38815916452057%2C+8.517576522366836&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38815916452057%2C+8.517576522366836&heading=270&size=640x640&fov=120&pitch=0,99900059782922
2681491,1248880,8.517871290312359,47.3857097519609,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.3857097519609%2C+8.517871290312359&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.3857097519609%2C+8.517871290312359&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.3857097519609%2C+8.517871290312359&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.3857097519609%2C+8.517871290312359&heading=270&size=640x640&fov=120&pitch=0,99900057419086
2681501,1248896,8.518006625555127,47.38585240892152,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38585240892152%2C+8.518006625555127&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38585240892152%2C+8.518006625555127&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38585240892152%2C+8.518006625555127&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38585240892152%2C+8.518006625555127&heading=270&size=640x640&fov=120&pitch=0,99900055778422
2681505,1248905,8.51806123348118,47.38593285443041,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38593285443041%2C+8.51806123348118&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38593285443041%2C+8.51806123348118&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38593285443041%2C+8.51806123348118&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38593285443041%2C+8.51806123348118&heading=270&size=640x640&fov=120&pitch=0,99900056565265
2681510,1248911,8.518128537198878,47.38598619606892,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38598619606892%2C+8.518128537198878&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38598619606892%2C+8.518128537198878&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38598619606892%2C+8.518128537198878&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38598619606892%2C+8.518128537198878&heading=270&size=640x640&fov=120&pitch=0,99900047701428
2681520,1248371,8.518162580848696,47.381128533715014,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.381128533715014%2C+8.518162580848696&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.381128533715014%2C+8.518162580848696&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.381128533715014%2C+8.518162580848696&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.381128533715014%2C+8.518162580848696&heading=270&size=640x640&fov=120&pitch=0,99900061159566
2681529,1248143,8.518240212810788,47.37907692737043,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37907692737043%2C+8.518240212810788&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37907692737043%2C+8.518240212810788&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37907692737043%2C+8.518240212810788&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37907692737043%2C+8.518240212810788&heading=270&size=640x640&fov=120&pitch=0,99900056253340
2681531,1247188,8.51809274469046,47.370487979142986,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.370487979142986%2C+8.51809274469046&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.370487979142986%2C+8.51809274469046&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.370487979142986%2C+8.51809274469046&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.370487979142986%2C+8.51809274469046&heading=270&size=640x640&fov=120&pitch=0,99900045510756
2681549,1249031,8.51866685282732,47.38706057417017,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38706057417017%2C+8.51866685282732&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38706057417017%2C+8.51866685282732&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38706057417017%2C+8.51866685282732&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38706057417017%2C+8.51866685282732&heading=270&size=640x640&fov=120&pitch=0,99900060877341
2681553,1247145,8.518376154087644,47.37009854004488,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37009854004488%2C+8.518376154087644&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37009854004488%2C+8.518376154087644&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37009854004488%2C+8.518376154087644&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37009854004488%2C+8.518376154087644&heading=270&size=640x640&fov=120&pitch=0,99900055961701
2681585,1247280,8.518824378498493,47.37130869008185,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37130869008185%2C+8.518824378498493&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37130869008185%2C+8.518824378498493&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37130869008185%2C+8.518824378498493&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37130869008185%2C+8.518824378498493&heading=270&size=640x640&fov=120&pitch=0,99900047663116
2681612,1252000,8.520042975316947,47.413753969788395,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.413753969788395%2C+8.520042975316947&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.413753969788395%2C+8.520042975316947&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.413753969788395%2C+8.520042975316947&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.413753969788395%2C+8.520042975316947&heading=270&size=640x640&fov=120&pitch=0,99900061727502
2681618,1247695,8.519336915357949,47.37503686744523,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37503686744523%2C+8.519336915357949&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37503686744523%2C+8.519336915357949&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37503686744523%2C+8.519336915357949&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37503686744523%2C+8.519336915357949&heading=270&size=640x640&fov=120&pitch=0,99900047579522
2681635,1248308,8.5196737959355,47.38054771169747,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38054771169747%2C+8.5196737959355&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38054771169747%2C+8.5196737959355&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38054771169747%2C+8.5196737959355&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38054771169747%2C+8.5196737959355&heading=270&size=640x640&fov=120&pitch=0,99900046406364
2681642,1248304,8.519765751735298,47.38051087080808,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38051087080808%2C+8.519765751735298&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38051087080808%2C+8.519765751735298&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38051087080808%2C+8.519765751735298&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38051087080808%2C+8.519765751735298&heading=270&size=640x640&fov=120&pitch=0,99900057895939
2681675,1246747,8.519918609242483,47.36650405019504,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.36650405019504%2C+8.519918609242483&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.36650405019504%2C+8.519918609242483&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.36650405019504%2C+8.519918609242483&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.36650405019504%2C+8.519918609242483&heading=270&size=640x640&fov=120&pitch=0,99900062890088
2681687,1249183,8.520522057820626,47.38841046867513,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38841046867513%2C+8.520522057820626&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38841046867513%2C+8.520522057820626&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38841046867513%2C+8.520522057820626&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38841046867513%2C+8.520522057820626&heading=270&size=640x640&fov=120&pitch=0,99900062567253
2681739,1249315,8.521234797924608,47.38959114219425,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38959114219425%2C+8.521234797924608&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38959114219425%2C+8.521234797924608&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38959114219425%2C+8.521234797924608&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38959114219425%2C+8.521234797924608&heading=270&size=640x640&fov=120&pitch=0,99900047352250
2681741,1247284,8.520890313472648,47.371325331787624,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.371325331787624%2C+8.520890313472648&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.371325331787624%2C+8.520890313472648&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.371325331787624%2C+8.520890313472648&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.371325331787624%2C+8.520890313472648&heading=270&size=640x640&fov=120&pitch=0,99900049252837
2681782,1249336,8.521808087400522,47.38977466583649,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38977466583649%2C+8.521808087400522&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38977466583649%2C+8.521808087400522&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38977466583649%2C+8.521808087400522&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.38977466583649%2C+8.521808087400522&heading=270&size=640x640&fov=120&pitch=0,99900063583404
2681789,1247188,8.521508222393955,47.370456008770404,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.370456008770404%2C+8.521508222393955&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.370456008770404%2C+8.521508222393955&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.370456008770404%2C+8.521508222393955&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.370456008770404%2C+8.521508222393955&heading=270&size=640x640&fov=120&pitch=0,99900059144193
2681792,1247644,8.52163125455544,47.37455662899378,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37455662899378%2C+8.52163125455544&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37455662899378%2C+8.52163125455544&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37455662899378%2C+8.52163125455544&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.37455662899378%2C+8.52163125455544&heading=270&size=640x640&fov=120&pitch=0,99900056525736
2681802,1245733,8.521414525445842,47.35736895710951,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.35736895710951%2C+8.521414525445842&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.35736895710951%2C+8.521414525445842&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.35736895710951%2C+8.521414525445842&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.35736895710951%2C+8.521414525445842&heading=270&size=640x640&fov=120&pitch=0,99900062530578
2681817,1251891,8.522739076993052,47.41274826103578,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.41274826103578%2C+8.522739076993052&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.41274826103578%2C+8.522739076993052&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.41274826103578%2C+8.522739076993052&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.41274826103578%2C+8.522739076993052&heading=270&size=640x640&fov=120&pitch=0,99900058597094
2681920,1247118,8.523229627416919,47.36981019845761,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.36981019845761%2C+8.523229627416919&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.36981019845761%2C+8.523229627416919&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.36981019845761%2C+8.523229627416919&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.36981019845761%2C+8.523229627416919&heading=270&size=640x640&fov=120&pitch=0,99900057419111
2681931,1249623,8.523833870289614,47.39233724266789,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.39233724266789%2C+8.523833870289614&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.39233724266789%2C+8.523833870289614&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.39233724266789%2C+8.523833870289614&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.39233724266789%2C+8.523833870289614&heading=270&size=640x640&fov=120&pitch=0,99900051433159
2681932,1249623,8.523847114002265,47.39233711828886,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.39233711828886%2C+8.523847114002265&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.39233711828886%2C+8.523847114002265&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.39233711828886%2C+8.523847114002265&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCGQcjGFApY_LcDBOU8SE8z_I0Fo7CuY1s&location=47.39233711828886%2C+8.523847114002265&heading=270&size=640x640&fov=120&pitch=0,99900051904939
