mask,gmedian,rmedian,bmedian,gmean,rmean,bmean,gstd,rstd,bstd,gq25,gq75,rq25,rq75,bq25,bq75,cdmean,cdstd,isconvex,area,aspect_ratio_wh_s,extent_s,solidity,aspect_ratio_wh,extent,orien_rre,orien_ell,ed,ratio_ell,perimeter,is_cen_inside,is_mce_inside,leftm,rightm,topm,bottomm,label,Nr,label_group
44,163.0,132.0,175.0,158.7343566648695,133.52893977355617,167.44315118454853,20.453084358523643,21.650662994361586,24.16681954521329,159.0,166.0,128.0,139.0,167.0,180.0,26.99918379779232,10.969620958520895,0,31174.0,0.6307692307692307,0.7310975609756097,0.9820593192307087,0.6293436598243648,0.7384232224674497,0.0,115.39327239990234,199.22843564003097,2.797244455009333,777.1025922298431,1.0,1.0,0,163,25,284,b,999000630378432,building
45,110.0,86.0,137.0,110.3679092382496,90.11021069692059,136.3095623987034,46.50427359812919,46.13314016881651,46.72586131914489,78.0,142.0,56.0,124.0,107.0,169.0,33.15740142397292,10.9212108496586,0,553.5,4.384615384615385,0.7469635627530364,0.917910447761194,5.015251233783741,0.8811010272372168,1.3971810340881348,91.3153076171875,26.546903548453866,6.4931945264512,130.3847759962082,1.0,1.0,350,406,319,331,o,999000630378432,other
1,222.0,227.0,216.0,222.8675720963048,228.30160507981304,216.47237851662405,15.856151655086222,13.010300181777586,18.174007529751247,211.0,235.0,218.0,239.0,205.0,230.0,8.608904170441848,5.600081630159505,0,112403.0,1.8350515463917525,0.7233419565749,0.8610980238940663,0.5440900562851783,0.727198033253542,90.0,76.21466064453125,378.3066805474977,1.207218388355829,1697.2346233129501,1.0,1.0,0,533,0,290,s,999000630378433,sky
2,160.0,156.0,160.0,159.35337133513502,154.78921112196156,159.74745456059472,8.254515321188135,8.4194884376923,8.541072687072981,155.0,165.0,150.0,160.0,155.0,165.0,4.3725208552195625,2.10324074280585,0,131200.5,1.9937694704049844,0.6386317172897197,0.9399696946901228,0.5007824726134585,0.6416299882629108,90.0,98.8045654296875,408.71709639924006,4.328066515615799,1946.9087224006653,1.0,1.0,0,639,319,639,r,999000630378433,infrastructure
4,149.0,123.0,159.0,131.5394422310757,109.81683266932271,139.78266932270915,36.7408339937653,33.626009004957496,39.54741692833302,115.0,156.0,95.0,130.0,120.0,167.0,22.349384873869127,8.47447435226435,0,19832.0,1.5174825174825175,0.6391028326512197,0.9308613001642807,1.6737235024788581,0.6799131030161695,9.462321281433105,103.21176147460938,158.90527571854795,1.6369194210108342,677.6122596263885,1.0,1.0,172,388,198,340,b,999000630378433,building
5,159.0,148.0,162.0,153.7768746722601,143.67563581541688,157.41740954378605,19.65681984516569,20.93081310085599,19.390257894306945,142.0,169.0,130.0,161.0,146.0,172.0,10.246670173551717,3.6385155320078018,0,29854.5,3.313953488372093,0.30451346389228884,0.8040641538399386,5.77333262455248,0.4883275703556171,17.35402488708496,106.31397247314453,194.9664842692095,5.792151413029107,1479.0752428770065,1.0,1.0,70,639,331,502,pa,999000630378433,infrastructure
6,99.0,96.0,99.0,131.2336328626444,128.85879332477535,130.9602053915276,72.70600830869184,72.80057402249506,72.78536655505316,68.0,204.5,66.0,202.5,68.0,204.5,1.9582706716486675,0.9868663113530902,0,714.0,2.9,0.6155172413793103,0.7906976744186046,3.1209442261724525,0.681825786516791,1.5481576919555664,93.05126190185547,30.15116971098976,3.6175478894976143,142.91168689727783,1.0,1.0,5,62,618,637,t,999000630378433,other
7,85.0,40.0,66.0,87.32710978342047,40.709111277072445,67.78834951456311,30.446112067733253,22.057501722933665,29.329846473161577,65.0,109.0,25.0,56.0,46.0,88.0,33.49815846740422,11.11263496508515,0,13158.5,1.4770642201834863,0.7498148042623511,0.9373486251602793,1.6615440828011767,0.7621023455350643,6.581944942474365,104.55345153808594,129.43694429874972,1.630277412940414,508.63455629348755,1.0,1.0,479,639,322,430,p,999000630378433,vegetation
8,62.0,61.0,59.0,70.57289002557545,71.79880647911338,67.9462915601023,49.879813077915806,50.631026734016814,47.856702274322394,31.0,98.0,33.0,102.0,31.0,98.0,8.868452308400899,6.398986632685429,0,1105.5,2.2962962962962963,0.660394265232975,0.8958670988654781,0.4124629005221395,0.7153783088029563,87.39744567871094,87.58480072021484,37.51754678420115,2.503937245665681,153.982754945755,1.0,1.0,138,199,314,340,v,999000630378433,means_of_transportation
9,52.0,34.0,39.0,55.66012396694215,36.84090909090909,43.54545454545455,31.120221110527208,27.461233005490087,30.720816965720854,32.0,76.0,15.0,55.0,19.75,63.0,13.880750620073842,4.386662318945308,0,915.0,0.9166666666666666,0.7702020202020202,0.9656992084432717,1.09375,0.8169642857142857,90.0,177.26797485351562,34.13230410377644,1.170155580257903,116.42640602588654,1.0,1.0,386,418,303,338,p,999000630378433,vegetation
10,77.0,38.0,61.0,82.48470588235294,39.53077399380805,65.8092879256966,32.04752828995613,22.672352205038028,31.425064050476358,59.0,103.0,23.0,55.0,43.0,87.0,31.026355492733405,11.480555717184322,0,7903.0,2.0,0.7216033601168736,0.9683269006922747,0.49009672694156514,0.745462214343227,83.51692199707031,82.64842224121094,100.31157521463807,2.091777269175801,383.4213539361954,1.0,1.0,480,627,322,395,p,999000630378433,vegetation
11,134.0,122.0,146.0,119.0820399113082,108.82538802660754,130.24833702882484,35.826214699530496,35.32618041699202,37.95312157606492,109.0,141.0,99.75,130.0,120.0,154.0,15.32306031216286,5.206970715277769,0,837.0,1.696969696969697,0.45292207792207795,0.9372900335946248,3.249999748684767,0.7153845814381652,18.434947967529297,112.68778228759766,32.64508384034771,3.278448798567265,145.88224959373474,1.0,1.0,460,515,471,503,m,999000630378433,infrastructure
12,137.0,125.0,151.0,135.98684210526315,124.44407894736842,149.71381578947367,10.589004667685355,10.951204973870786,11.16808903227106,132.0,141.0,120.0,130.0,145.0,156.0,17.975873026489612,4.111157339061267,0,848.5,1.5757575757575757,0.49446386946386944,0.9454038997214484,2.772151829043033,0.7084048735858474,15.255120277404785,112.75847625732422,32.86858308031829,2.5531819146282033,141.982754945755,1.0,1.0,448,499,432,464,m,999000630378433,infrastructure
13,54.0,23.0,40.0,55.78186274509804,26.688725490196077,44.122549019607845,24.083066308190293,21.179870908694372,25.195990214997778,40.0,67.0,11.75,34.25,27.0,54.0,21.137425094031993,5.7887748262441265,0,367.5,2.2857142857142856,0.8203125,0.9696569920844327,0.41935483870967744,0.9119106699751861,90.0,90.53861236572266,21.631355313298616,2.327049389243118,82.72792184352875,1.0,1.0,152,183,301,314,p,999000630378433,vegetation
14,72.0,54.0,59.0,84.63383848298065,70.15649169643909,73.08937615327235,46.18146542708909,51.913356974957104,46.652783797751454,55.0,99.0,36.0,86.0,43.0,87.0,12.971238621196608,4.987549591157727,0,50445.0,0.7792207792207793,0.682426948051948,0.9043645066735987,1.284518828451883,0.6875144808035654,90.0,48.088592529296875,253.43355901333447,1.8122319215608544,1098.8670914173126,1.0,1.0,400,639,0,307,p,999000630378433,vegetation
15,146.0,147.0,144.0,155.48291925465838,152.79192546583852,154.98757763975155,37.751615738360584,37.376507178161596,37.82719030031478,122.0,194.0,120.0,190.0,121.0,194.0,4.062824323034605,2.3501349234734783,0,1809.5,2.3191489361702127,0.3532110091743119,0.9182948490230906,6.0597018710778965,0.8056413201517728,16.699243545532227,106.2488021850586,47.99923912103479,11.304065888938732,269.92387998104095,1.0,1.0,531,639,476,522,curb,999000630378433,curb
16,68.0,46.0,56.0,79.62422655878153,60.783119149611295,67.50571156592099,44.6137858808712,48.706613613778984,44.994839100435335,52.0,92.0,30.0,73.0,39.0,79.0,14.450572690151143,5.2981474747540975,0,12384.0,0.5224719101123596,0.7480971366437115,0.9367979121751957,1.923913043478261,0.7605011053795137,90.0,7.380337238311768,125.5698949669078,2.057183485734056,499.1614682674408,1.0,1.0,399,491,134,311,p,999000630378433,vegetation
17,90.0,51.0,74.0,90.35969387755102,51.87244897959184,74.18367346938776,20.383584529557996,19.592247949553535,19.643167238474653,78.75,104.0,38.0,66.0,62.0,87.0,27.55068245439855,4.674510964740676,0,358.0,1.0434782608695652,0.6485507246376812,0.9572192513368984,1.1983121965408958,0.7286801742485979,70.01689147949219,128.9457244873047,21.349935761383176,1.2776799092011775,75.94112479686737,1.0,1.0,457,480,333,355,p,999000630378433,vegetation
18,120.0,111.0,128.0,106.78501228501229,97.85503685503686,115.7960687960688,42.32672985692002,42.383804077671755,43.02913342855018,72.0,142.0,64.0,133.0,80.0,152.0,12.908152926165668,4.821165201356048,0,750.5,1.8064516129032258,0.43231566820276496,0.9416562107904642,3.8263361801580995,0.7579148929081369,17.87869644165039,111.1826171875,30.91223509104024,3.739593003094441,143.63960921764374,1.0,1.0,460,515,473,503,m,999000630378433,infrastructure
19,114.0,92.0,121.0,104.96256684491979,85.0994652406417,109.88663101604278,42.63013031323745,40.164418096089165,44.19098055538866,75.0,135.0,58.0,112.0,79.0,141.0,18.97979153461171,6.907896094629445,0,878.0,0.7674418604651163,0.6187455954897816,0.904688304997424,0.9342105848616009,0.6915307704539492,14.03624439239502,138.6353302001953,33.43507619667515,1.43290957707972,127.740114569664,1.0,1.0,359,391,284,326,bp,999000630378433,other
20,118.5,107.5,127.0,116.39615384615385,106.6923076923077,126.51923076923077,21.933132309348984,21.284102465255124,21.205850412468166,102.75,132.0,93.75,122.0,113.75,142.0,14.511990710952139,2.693215115158992,0,228.5,2.1538461538461537,0.6277472527472527,0.9560669456066946,2.636363758226244,0.7610697908319228,14.03624439239502,103.62804412841797,17.056823736322794,2.938635199896573,68.04163002967834,1.0,1.0,432,459,400,412,m,999000630378433,infrastructure
21,56.0,33.0,43.0,59.98654708520179,37.493273542600896,48.369955156950674,28.361532057232616,26.45774530441579,29.620467616020363,41.0,77.0,17.0,54.0,27.0,66.0,16.54086843453589,4.994074244534637,0,408.5,1.3181818181818181,0.640282131661442,0.9263038548752834,1.3569131050147605,0.7034411426695512,3.814074993133545,83.32225799560547,22.80610343799032,1.3143314156234958,84.1837660074234,1.0,1.0,349,377,315,336,p,999000630378433,vegetation
22,123.0,108.0,136.0,122.3798076923077,104.51602564102564,134.5352564102564,13.08472058484745,16.539765589116804,13.596946793811505,115.0,130.0,95.0,116.0,128.0,143.0,21.931898743900938,5.402035581838335,0,567.0,1.92,0.4725,0.9227013832384052,3.138392476605207,0.6661182186695872,17.10272979736328,105.64888000488281,26.86869594648831,6.634623019340361,125.25483322143555,1.0,1.0,592,639,430,454,m,999000630378433,infrastructure
23,52.0,48.0,66.0,69.18466898954703,66.77061556329849,79.4581881533101,48.492029562043136,51.07870309702512,43.88058900574069,40.0,79.0,36.0,76.0,53.0,90.0,11.540991833770649,5.562464278343969,0,1641.0,1.2127659574468086,0.6125419932810751,0.8714816781731279,1.290804538853691,0.640353075964144,2.935673475265503,115.42413330078125,45.7098030285671,1.3574470051022538,183.19595766067505,1.0,1.0,115,171,265,311,p,999000630378433,vegetation
24,222.0,227.0,216.0,222.83182117028272,228.25560376944992,216.42971729125574,15.894855177667303,13.094304890264196,18.204434140707793,211.0,234.0,218.0,239.0,205.0,230.0,8.610955089717532,5.591282182524944,0,113079.0,1.8135593220338984,0.7164834468556947,0.8476464260682816,0.550561797752809,0.7202667583887488,90.0,56.719215393066406,379.4425575487118,1.1429756951994867,1813.6610306501389,1.0,1.0,0,534,0,294,s,999000630378433,sky
25,59.0,52.0,62.0,63.30298013245033,57.33940397350993,66.09933774834437,25.336136099320942,27.756969836046398,25.87553114709347,48.0,70.0,40.0,66.0,51.0,76.0,7.8966087719234155,2.5432406914093733,0,559.5,0.8666666666666667,0.7173076923076923,0.9317235636969192,0.9283019949382216,0.7938908062453882,8.972625732421875,14.455074310302734,26.69040136976819,1.1991457776253747,95.69848430156708,1.0,1.0,8,33,279,308,p,999000630378433,vegetation
26,124.0,113.0,127.0,117.58755555555555,108.07822222222222,121.056,30.66632790795182,30.741808179949977,30.69383538541032,97.0,142.0,87.0,131.0,99.0,145.0,10.460623913755352,3.9762926062508557,0,1060.5,1.0,0.7746530314097881,0.9401595744680851,1.0,0.8182870370370371,90.0,150.74972534179688,36.746027502189136,1.229362791752229,134.87005722522736,1.0,1.0,42,78,276,312,b,999000630378433,building
27,65.0,54.0,64.0,70.73017507723996,60.92070030895984,68.31410916580845,30.096947812553214,32.09134898431587,29.02800942731848,51.0,81.0,42.0,69.0,52.0,77.0,9.553993599211264,4.926889932937059,0,907.5,0.868421052631579,0.7236842105263158,0.8989598811292719,1.15625,0.7664695945945946,90.0,102.79312133789062,33.992129778040685,4.302227473909921,132.04163002967834,1.0,1.0,0,32,271,308,p,999000630378433,vegetation
28,119.5,114.5,119.5,117.81,112.60666666666667,116.95333333333333,63.41503948854194,64.31831223601012,63.61366065730082,61.5,177.0,57.0,173.25,59.75,177.25,6.120075516099681,3.4989217560578556,0,268.5,1.0526315789473684,0.7065789473684211,0.9404553415061296,0.9473684210526315,0.7850877192982456,90.0,59.263816833496094,18.48958673852369,1.492389052913226,67.21320295333862,1.0,1.0,298,317,323,341,mb,999000630378433,means_of_transportation
29,52.0,25.0,40.0,51.25938009787928,24.897226753670473,38.0163132137031,20.15598869326427,17.044253182061897,20.530399092492168,37.0,64.0,11.0,36.0,22.0,51.0,19.081606295140574,4.827077305535854,0,557.5,0.3958333333333333,0.6112938596491229,0.8849206349206349,2.6111112406224657,0.6589836981646757,90.0,23.5192813873291,26.642654638565077,1.4541317931042055,118.52691102027893,1.0,1.0,621,639,326,373,p,999000630378433,vegetation
30,121.0,111.0,127.0,110.9322760394342,102.77753964852121,117.737676810973,35.79854632875064,34.59075258215068,35.14328918950449,89.0,138.0,82.0,130.0,95.0,144.0,11.097422911144,4.763346293486397,0,1942.0,1.1764705882352942,0.634640522875817,0.8795289855072463,0.8596111960953413,0.6850125779464424,82.87498474121094,132.03627014160156,49.725558778918575,1.1869287568237137,196.22539520263672,1.0,1.0,77,136,265,315,b,999000630378433,building
31,75.0,52.0,66.0,84.15384615384616,63.5025641025641,74.53333333333333,41.38384328704985,43.39246943516569,41.57060927573176,61.0,96.0,39.0,77.0,53.0,85.0,14.86036354706574,3.7974830217292355,0,171.0,1.6666666666666667,0.7125,0.9799426934097422,0.5789473684210527,0.8181818181818182,90.0,96.17168426513672,14.755472278097805,1.433932534097756,51.79898941516876,1.0,1.0,10,29,306,317,o,999000630378433,other
32,80.0,45.0,67.0,80.02181907330228,45.632262809512135,66.77249325815151,27.32660038364097,23.236193005991456,26.79567239808323,60.0,101.0,28.0,63.0,47.0,87.0,24.74652759485701,5.721605762689395,0,3916.0,0.7669902912621359,0.48125844905985005,0.7226425539767485,1.3076923076923077,0.4922071392659628,90.0,177.8828887939453,70.61165666646617,1.4591343442636246,348.02438485622406,1.0,0.0,561,639,270,372,p,999000630378433,vegetation
33,129.0,119.0,135.0,115.96434029546613,107.64289353031074,122.33418237391747,34.12232276324972,32.463331470293554,34.0797719926972,98.0,140.0,91.0,131.0,102.5,145.5,10.896823453858028,4.648735464326136,0,1875.0,1.1176470588235294,0.6449948400412797,0.8937082936129648,0.9038961082636237,0.6997313589859061,81.8698959350586,141.3041229248047,48.860251190292,1.2190530055100115,191.39696860313416,1.0,1.0,77,133,265,315,b,999000630378433,building
34,122.0,119.5,112.0,124.16108786610879,118.1276150627615,114.51882845188284,58.36149423085728,60.25582170316649,59.13220650649035,78.25,171.0,68.0,169.0,68.0,162.75,9.796330164980812,4.776582122927352,0,431.0,2.6875,0.626453488372093,0.9007314524555904,0.35714285714285715,0.6841269841269841,90.0,92.55560302734375,23.42576026046658,2.475144618463278,101.11269783973694,1.0,1.0,110,152,309,324,v,999000630378433,means_of_transportation
35,144.0,103.5,128.5,142.16949152542372,104.28813559322033,125.95762711864407,23.748793041497795,25.413896403784534,23.404473738574076,126.25,161.75,86.0,125.0,112.25,144.0,26.998617551925857,7.626230789030259,0,94.0,2.0,0.47,0.8034188034188035,0.47368421052631576,0.5497076023391813,90.0,79.37266540527344,10.940041919714261,2.20489515911031,50.97056245803833,1.0,1.0,480,499,326,335,o,999000630378433,other
36,75.0,35.0,57.5,76.37883959044369,39.56655290102389,61.81228668941979,27.61429545234166,24.761590330475556,28.8082797498057,59.0,91.75,24.0,50.0,44.0,75.75,26.54769754414083,9.134948625491567,0,544.5,1.6666666666666667,0.7408163265306122,0.9654255319148937,0.5882352941176471,0.8007352941176471,90.0,90.14147186279297,26.330190506494557,1.68677262528644,93.01219260692596,1.0,1.0,84,118,310,330,p,999000630378433,vegetation
37,111.0,42.0,86.0,109.8568376068376,41.98504273504273,85.26068376068376,25.161801538561107,22.461976194690067,25.050512925348848,93.75,127.0,27.0,58.0,70.0,103.0,48.844864285588585,9.63262659043183,0,879.0,1.3823529411764706,0.5500625782227785,0.9165797705943691,2.1649943430619656,0.7634596339055584,17.969139099121094,112.52539825439453,33.454111254406506,2.457788139727255,131.0538227558136,1.0,1.0,484,530,381,414,p,999000630378433,vegetation
38,79.0,67.0,71.5,89.32113821138212,79.19918699186992,80.6219512195122,38.41248262568696,40.22534289128101,37.00196882607398,69.0,97.75,57.0,87.0,61.0,87.0,8.582714303212159,3.0649511837129024,0,216.0,0.5652173913043478,0.7224080267558528,0.9795918367346939,1.8333333333333333,0.8181818181818182,90.0,34.14514923095703,16.583719174624104,1.353863532703365,62.14213526248932,1.0,1.0,0,12,271,293,p,999000630378433,vegetation
39,125.0,108.0,134.5,112.12962962962963,94.56172839506173,121.2798353909465,40.79485043082675,41.533308764536756,40.8920072881634,69.0,143.0,50.0,125.0,79.0,154.0,19.330727137553495,4.922507654835755,0,367.5,0.10434782608695652,0.266304347826087,0.4735824742268041,0.09153176247509688,0.3066625466559192,4.085616588592529,8.443639755249023,21.631355313298616,7.173374577683762,242.04163002967834,1.0,1.0,281,292,227,341,o,999000630378433,other
40,185.0,193.0,178.0,158.81268011527376,160.0922190201729,155.46974063400577,57.90026265556619,63.88058584432129,54.564834192731496,99.5,211.5,94.0,217.0,101.5,203.0,8.51174927825885,3.163140154366173,0,271.0,0.7307692307692307,0.13714574898785425,0.2881446039340776,2.5444914187022687,0.18022938202645275,55.491477966308594,97.0561294555664,18.575465448360347,1.3999371579784599,161.5979789495468,-1.0,-1.0,0,37,258,309,sl,999000630378433,infrastructure
1,227.0,234.0,219.0,226.1384614041673,232.65615970809802,217.0491624403146,19.80532435220962,15.22274382851437,23.713035300583492,216.0,240.0,223.0,244.0,206.0,232.0,11.41011507888983,8.73683447191318,0,113558.0,2.140468227424749,0.5934260033444816,0.7955834392985627,0.46635367762128327,0.5963491613364003,90.0,92.6386489868164,380.24536318150626,1.7253859636036386,2143.9108089208603,1.0,1.0,0,639,0,298,s,999000630378434,sky
2,169.0,160.0,172.0,166.42679727129612,157.3656638096904,169.68208850795872,9.892359407502294,10.784004310100505,9.986169339465276,162.0,173.0,153.0,164.0,166.0,176.0,9.236919045251502,3.2572191201944216,0,11065.0,1.6795580110497237,0.20109406804303576,0.7095450319022732,0.16663043395390262,0.5475643510311924,62.55354309082031,64.45332336425781,118.69454731576585,9.096941983643509,856.9503524303436,1.0,1.0,0,303,355,535,pa,999000630378434,infrastructure
3,227.0,234.0,219.0,226.1408850888236,232.65574730731572,217.05453559938454,19.756189069410986,15.158925585727564,23.676531758186282,216.0,240.0,223.0,244.0,206.0,232.0,11.407753524464594,8.743872108591,0,113377.5,2.1333333333333333,0.5905078125,0.7933128784989837,0.4679186228482003,0.5934099580762165,90.0,94.89407348632812,379.94304373578274,1.6136960251310761,2113.8103042840958,1.0,1.0,0,639,0,299,s,999000630378434,sky
4,70.0,49.0,57.0,83.05966702470462,66.79180093089867,71.31387397064088,47.697364319333396,54.01695253201019,48.756490997479176,53.0,96.0,32.0,81.0,40.0,83.0,13.721222221932138,5.617820061633243,0,55315.5,0.8032786885245902,0.7402542656406825,0.8868145345528292,1.2459016393442623,0.7457331212251941,90.0,86.0046615600586,265.3862883360742,1.3899181174347839,1211.8792848587036,1.0,1.0,0,244,39,343,p,999000630378434,vegetation
5,159.0,155.0,159.0,156.71759292224436,153.6451865565366,156.800653303902,10.982359639134385,9.97092831509531,11.857154188704357,150.0,165.0,148.0,161.0,149.0,165.0,4.580146369682635,2.887185337230978,0,111439.5,2.5296442687747036,0.6882380187747036,0.9421987554533464,2.535714108387067,0.6920506668663852,0.0,82.29669952392578,376.6817997269236,1.5276696657716253,1774.0458039045334,1.0,1.0,0,639,387,639,r,999000630378434,infrastructure
7,103.5,101.0,105.0,133.81233933161954,131.77377892030847,134.62210796915167,71.40478588100812,71.49237456497211,71.20583599229134,71.0,205.0,68.25,203.75,72.0,204.75,2.2480234726603916,1.374401068980921,0,712.5,2.9,0.6142241379310345,0.7890365448504983,3.1209442261724525,0.68039337940226,1.5481576919555664,93.03927612304688,30.119481662601757,3.617117156237155,143.49747347831726,1.0,1.0,5,62,618,637,t,999000630378434,other
8,147.0,147.0,145.0,145.93888013604422,146.1478230424888,144.71585765373746,8.449246549288805,9.539856305461477,8.765389882142983,140.0,152.0,140.0,153.0,139.0,151.0,3.880430670634338,3.3655162190353973,0,39591.5,1.3421052631578947,0.8171620227038183,0.9732064943524698,0.7440944574424513,0.824720058943184,90.0,100.82230377197266,224.5205189629273,1.4843011275992084,831.6639944314957,1.0,1.0,385,639,450,639,r,999000630378434,infrastructure
9,136.0,125.0,151.0,135.16211180124225,124.02422360248447,149.5391304347826,9.461352864404095,9.809744657008979,10.141790878598453,132.0,139.0,120.0,129.0,146.0,155.0,18.19560934286694,3.7850265389521818,0,1529.5,1.673913043478261,0.4318181818181818,0.9583333333333334,0.32544381087475316,0.8227541892008762,63.43495178222656,65.65159606933594,44.12958059706019,4.147676476114377,193.37972366809845,1.0,1.0,53,129,455,500,m,999000630378434,infrastructure
10,62.0,39.0,51.0,69.35407957160974,50.8266710507774,60.21311475409836,44.56254610325277,45.40971793342113,41.874792454974575,39.0,87.0,23.0,61.0,33.0,74.0,15.0159003344264,8.827421287081162,0,20877.0,0.43478260869565216,0.5370980190378184,0.8443680485338726,2.310077519379845,0.543077883564851,90.0,19.231243133544922,163.038099766392,1.6881215187796303,796.3574253320694,1.0,1.0,510,639,81,379,p,999000630378434,vegetation
11,45.0,32.0,39.0,55.71830658292626,42.9418469411491,49.24377762270296,43.13405392893471,42.03030470441822,40.521015144081844,26.0,72.0,16.0,54.0,23.0,62.0,10.341071991093283,5.384737024781558,0,4182.5,1.0921052631578947,0.6630469245402664,0.9352638640429338,0.8514385910419742,0.7605008127372842,70.70995330810547,65.8868637084961,72.97482028655376,1.1589432259800805,271.03657710552216,1.0,1.0,377,459,250,325,p,999000630378434,vegetation
12,56.0,33.0,46.0,61.42553191489362,39.41672981638006,52.03893908481492,36.5732920352491,31.57077682289388,32.25743684681173,35.0,82.0,20.0,50.0,30.0,67.0,16.66918160862384,9.044991505492426,0,16887.0,0.6310679611650486,0.6305825242718447,0.9394714881780251,1.5891472868217054,0.6385706182643222,90.0,0.0,146.63286191008717,6.74474222743169,593.1614674329758,1.0,1.0,510,639,174,379,p,999000630378434,vegetation
13,107.0,108.0,104.0,107.42980561555076,107.91965442764578,105.06393088552916,12.900405060235675,13.090432357986678,13.691960375804051,99.0,114.0,100.0,115.0,97.0,112.0,3.966085791281073,2.210528035231063,0,2162.0,2.4193548387096775,0.2324731182795699,0.8275598086124402,6.686887858890469,0.5857181579319414,22.873666763305664,112.18246459960938,52.46659790492825,8.201322100823017,352.04877054691315,1.0,1.0,490,639,443,504,o,999000630378434,other
14,62.0,39.0,49.0,68.26239877663087,47.006603412921834,55.459284746116154,32.43521108817431,35.07860244765047,32.49494267658348,48.0,80.0,26.0,56.0,36.0,66.0,15.828951235529951,5.460048027984375,0,28398.0,0.36688311688311687,0.8159406964716699,0.9590031068485749,2.7410714285714284,0.825907398790135,90.0,175.24667358398438,190.15114144119448,2.0310863127319387,814.2741658687592,1.0,1.0,0,112,39,346,p,999000630378434,vegetation
15,83.0,40.0,64.0,86.50725227057069,41.58980615426325,67.4088382811441,32.81846887680145,24.255907001336315,31.545610117026186,61.0,111.0,23.0,58.0,43.0,91.0,32.22137110971785,10.398044693972272,0,7195.0,1.9726027397260273,0.6844558599695586,0.9043489190548014,0.5019175422395292,0.7132269670098259,80.21759033203125,90.09141540527344,95.71289633257106,2.1220482123095183,399.279217839241,1.0,1.0,109,252,322,394,p,999000630378434,vegetation
16,80.0,74.0,72.0,97.84507042253522,93.4573623559539,89.74468629961588,53.65828062892678,57.106655277977126,53.20127859467043,61.0,121.0,53.0,122.0,53.0,112.0,8.296834935044634,2.743665962892822,0,3752.0,0.45,0.5790123456790124,0.8329448329448329,0.41546733193178503,0.6183436545618295,7.471559047698975,10.32308292388916,69.11725379271323,2.7191879660666354,353.70562398433685,1.0,1.0,586,639,81,200,p,999000630378434,vegetation
17,75.0,37.0,58.0,80.0121004153874,39.03756546866534,62.202275600505686,31.45303664842411,24.053550013768398,30.75279522551254,57.0,100.0,21.0,55.0,40.0,82.0,29.427872595061736,9.571706019081182,0,5400.5,1.408450704225352,0.7606338028169014,0.9644611125993392,0.7070707070707071,0.7792929292929293,90.0,77.48822021484375,82.92243460814598,1.4894058443902398,302.06601536273956,1.0,1.0,109,208,321,391,p,999000630378434,vegetation
18,80.0,65.0,68.0,97.17676157831184,86.26857009309391,86.43539905737545,54.44586121720506,60.799764397608186,55.47000661606729,59.0,121.0,42.0,116.0,47.0,111.0,11.497689959677544,4.746554271917087,0,25326.0,0.584,0.6938630136986301,0.9191739556491126,1.981257155392037,0.7769287971611537,81.8698959350586,166.1858673095703,179.57189287291797,2.1931526912774424,763.955404996872,1.0,1.0,99,244,41,290,p,999000630378434,vegetation
19,125.0,120.0,128.0,125.59442724458205,120.88235294117646,128.78637770897834,7.3946407606085085,8.371692205102892,7.176298290737748,121.0,129.0,115.0,126.0,124.0,133.0,5.899831546361462,2.7188589744425786,0,282.0,2.1875,0.5035714285714286,0.9245901639344263,3.3254435785997387,0.7155552661289968,14.931418418884277,103.46847534179688,18.948708441878455,6.248876204934257,87.4558436870575,1.0,1.0,605,639,421,436,m,999000630378434,infrastructure
20,47.0,21.0,34.0,51.977653631284916,25.932960893854748,38.87150837988827,21.974071899293858,19.835242537976946,21.71527854543422,34.5,70.0,10.0,40.0,22.0,56.0,18.531862205698275,4.098901763367149,0,153.5,1.2857142857142858,0.6091269841269841,0.956386292834891,0.7647058823529411,0.6945701357466063,90.0,79.89476013183594,13.980066885278035,7.735833386002645,53.55634891986847,1.0,1.0,0,17,343,356,o,999000630378434,other
21,115.0,107.0,126.0,114.69170984455958,106.93782383419689,125.62046632124353,17.92914331411253,17.079705541322777,17.272870872449865,103.0,128.0,96.0,118.0,114.0,138.0,13.91575450125905,2.652492127136795,0,708.0,2.3076923076923075,0.45384615384615384,0.9496981891348089,0.2352940938579917,0.7422448565017884,69.44395446777344,70.83158111572266,30.024216853608277,4.351576456658686,143.39696836471558,1.0,1.0,15,74,435,460,m,999000630378434,infrastructure
22,62.0,32.0,46.0,68.23488045007032,39.74683544303797,52.33614627285513,38.50566245032241,37.197545976777015,37.07245084792361,42.0,82.0,17.0,47.0,28.0,64.0,20.444771483203247,7.016160550687033,0,664.5,1.0344827586206897,0.7637931034482759,0.9602601156069365,0.9655172413793104,0.8183497536945813,90.0,173.1534881591797,29.087242521017966,1.0244816638596344,102.18376541137695,1.0,1.0,473,502,286,314,p,999000630378434,vegetation
23,127.0,125.0,127.0,126.59844236760125,125.60996884735202,126.67258566978194,10.086532031124614,10.470365851211673,10.18766109004669,121.0,133.0,119.0,133.0,120.0,133.0,2.167311216605668,1.597557810689715,0,3065.5,2.2448979591836733,0.5687384044526902,0.8920413211115961,2.8118005722058066,0.7153178035159862,6.842772960662842,101.4933853149414,62.474921563661376,3.0207911945701933,285.58073365688324,1.0,1.0,299,408,349,397,o,999000630378434,other
